cell_name	type	Tumor
MGH44_P13_B11	malignant	44
MGH44_P13_C01	malignant	44
MGH44_P13_C02	malignant	44
MGH44_P13_C03	malignant	44
MGH44_P13_C05	malignant	44
MGH44_P13_C06	malignant	44
MGH44_P13_C07	malignant	44
MGH44_P13_C08	malignant	44
MGH44_P13_C09	malignant	44
MGH44_P13_C10	malignant	44
MGH44_P13_C11	malignant	44
MGH44_P13_D01	malignant	44
MGH44_P13_D02	malignant	44
MGH44_P13_D03	malignant	44
MGH44_P13_D04	malignant	44
MGH44_P13_D05	malignant	44
MGH44_P13_D06	malignant	44
MGH44_P13_D07	malignant	44
MGH44_P13_D09	malignant	44
MGH44_P13_D10	malignant	44
MGH44_P13_D11	malignant	44
MGH44_P13_D12	malignant	44
MGH44_P13_E01	malignant	44
MGH44_P13_E02	malignant	44
MGH44_P13_E03	malignant	44
MGH44_P13_E04	malignant	44
MGH44_P13_E05	malignant	44
MGH44_P13_E06	malignant	44
MGH44_P13_E07	malignant	44
MGH44_P13_E08	malignant	44
MGH44_P13_E09	malignant	44
MGH44_P13_E10	malignant	44
MGH44_P13_F01	malignant	44
MGH44_P13_F02	malignant	44
MGH44_P13_F03	malignant	44
MGH44_P13_F04	malignant	44
MGH44_P13_F05	malignant	44
MGH44_P13_F06	malignant	44
MGH44_P13_F07	malignant	44
MGH44_P13_F08	malignant	44
MGH44_P13_F09	malignant	44
MGH44_P13_F10	malignant	44
MGH44_P13_F11	malignant	44
MGH44_P13_F12	malignant	44
MGH44_P13_G01	malignant	44
MGH44_P13_G02	malignant	44
MGH44_P13_G03	malignant	44
MGH44_P13_G04	malignant	44
MGH44_P13_G05	malignant	44
MGH44_P13_G06	malignant	44
MGH44_P13_G07	malignant	44
MGH44_P13_G08	malignant	44
MGH44_P13_G09	malignant	44
MGH44_P13_G10	malignant	44
MGH44_P13_G11	malignant	44
MGH44_P13_G12	malignant	44
MGH44_P13_H01	malignant	44
MGH44_P13_H02	malignant	44
MGH44_P13_H03	malignant	44
MGH44_P13_H04	malignant	44
MGH44_P13_H05	malignant	44
MGH44_P13_H06	malignant	44
MGH44_P13_H07	malignant	44
MGH44_P13_H08	malignant	44
MGH44_P13_H11	malignant	44
MGH44_P13_H12	malignant	44
MGH44_P4_A01	malignant	44
MGH44_P4_A02	malignant	44
MGH44_P4_A03	malignant	44
MGH44_P4_A04	malignant	44
MGH44_P4_A05	malignant	44
MGH44_P4_A06	malignant	44
MGH44_P4_A08	malignant	44
MGH44_P4_A09	malignant	44
MGH44_P4_A10	malignant	44
MGH44_P4_A11	malignant	44
MGH44_P4_A12	malignant	44
MGH44_P4_B01	malignant	44
MGH44_P4_B03	malignant	44
MGH44_P4_B06	malignant	44
MGH44_P4_B07	malignant	44
MGH44_P4_B09	malignant	44
MGH44_P4_B10	malignant	44
MGH44_P4_B11	malignant	44
MGH44_P4_C02	malignant	44
MGH44_P4_C04	malignant	44
MGH44_P4_C06	malignant	44
MGH44_P4_C07	malignant	44
MGH44_P4_C09	malignant	44
MGH44_P4_C10	malignant	44
MGH44_P4_D01	malignant	44
MGH44_P4_D02	malignant	44
MGH44_P4_D03	malignant	44
MGH44_P4_D04	malignant	44
MGH44_P4_D07	malignant	44
MGH44_P4_D10	malignant	44
MGH44_P4_D11	malignant	44
MGH44_P4_D12	malignant	44
MGH44_P4_E01	malignant	44
MGH44_P4_E02	malignant	44
MGH44_P4_E03	malignant	44
MGH44_P4_E04	malignant	44
MGH44_P4_E05	malignant	44
MGH44_P4_E08	malignant	44
MGH44_P4_E10	malignant	44
MGH44_P4_E12	malignant	44
MGH44_P4_F01	malignant	44
MGH44_P4_F02	malignant	44
MGH44_P4_F04	malignant	44
MGH44_P4_F05	malignant	44
MGH44_P4_F06	malignant	44
MGH44_P4_F07	malignant	44
MGH44_P4_F10	malignant	44
MGH44_P4_F12	malignant	44
MGH44_P4_G03	malignant	44
MGH44_P4_G05	malignant	44
MGH44_P4_G06	malignant	44
MGH44_P4_G11	malignant	44
MGH44_P4_G12	malignant	44
MGH44_P4_H01	malignant	44
MGH44_P4_H02	malignant	44
MGH44_P4_H04	malignant	44
MGH44_P4_H05	malignant	44
MGH44_P4_H07	malignant	44
MGH44_P4_H08	malignant	44
MGH44_P4_H09	malignant	44
MGH44_P4_H10	malignant	44
MGH44_P5_A01	malignant	44
MGH44_P5_A02	malignant	44
MGH44_P5_A03	malignant	44
MGH44_P5_A04	malignant	44
MGH44_P5_A05	malignant	44
MGH44_P5_A08	malignant	44
MGH44_P5_A10	malignant	44
MGH44_P5_A12	malignant	44
MGH44_P5_B02	malignant	44
MGH44_P5_B03	malignant	44
MGH44_P5_B05	malignant	44
MGH44_P5_B06	malignant	44
MGH44_P5_B07	malignant	44
MGH44_P5_B08	malignant	44
MGH44_P5_B09	malignant	44
MGH44_P5_B10	malignant	44
MGH44_P5_B11	malignant	44
MGH44_P5_B12	malignant	44
MGH44_P5_C02	malignant	44
MGH44_P5_C03	malignant	44
MGH44_P5_C04	malignant	44
MGH44_P5_C05	malignant	44
MGH44_P5_C06	malignant	44
MGH44_P5_C07	malignant	44
MGH44_P5_C10	malignant	44
MGH44_P5_C11	malignant	44
MGH44_P5_D01	malignant	44
MGH44_P5_D02	malignant	44
MGH44_P5_D05	malignant	44
MGH44_P5_D06	malignant	44
MGH44_P5_D11	malignant	44
MGH44_P5_E01	malignant	44
MGH44_P5_E02	malignant	44
MGH44_P5_E03	malignant	44
MGH44_P5_E04	malignant	44
MGH44_P5_E06	malignant	44
MGH44_P5_E08	malignant	44
MGH44_P5_E10	malignant	44
MGH44_P5_E11	malignant	44
MGH44_P5_E12	malignant	44
MGH44_P5_F01	malignant	44
MGH44_P5_F02	malignant	44
MGH44_P5_F03	malignant	44
MGH44_P5_F04	malignant	44
MGH44_P5_F05	malignant	44
MGH44_P5_F06	malignant	44
MGH44_P5_F09	malignant	44
MGH44_P5_F10	malignant	44
MGH44_P5_F12	malignant	44
MGH44_P5_G01	malignant	44
MGH44_P5_G02	malignant	44
MGH44_P5_G03	malignant	44
MGH44_P5_G04	malignant	44
MGH44_P5_G06	malignant	44
MGH44_P5_G07	malignant	44
MGH44_P5_G09	malignant	44
MGH44_P5_G12	malignant	44
MGH44_P5_H01	malignant	44
MGH44_P5_H02	malignant	44
MGH44_P5_H05	malignant	44
MGH44_P5_H06	malignant	44
MGH44_P5_H07	malignant	44
MGH44_P5_H08	malignant	44
MGH44_P5_H09	malignant	44
MGH44_P5_H10	malignant	44
MGH45_P1_A01	malignant	45
MGH45_P1_A04	malignant	45
MGH45_P1_A09	malignant	45
MGH45_P1_A10	malignant	45
MGH45_P1_B01	malignant	45
MGH45_P1_B04	malignant	45
MGH45_P1_B12	malignant	45
MGH45_P1_C02	malignant	45
MGH45_P1_C04	malignant	45
MGH45_P1_C08	malignant	45
MGH45_P1_C09	malignant	45
MGH45_P1_C10	malignant	45
MGH45_P1_C11	malignant	45
MGH45_P1_D05	malignant	45
MGH45_P1_D06	malignant	45
MGH45_P1_D07	malignant	45
MGH45_P1_D08	malignant	45
MGH45_P1_D10	malignant	45
MGH45_P1_D12	malignant	45
MGH45_P1_E02	malignant	45
MGH45_P1_E04	malignant	45
MGH45_P1_E07	malignant	45
MGH45_P1_E08	malignant	45
MGH45_P1_E11	malignant	45
MGH45_P1_E12	malignant	45
MGH45_P1_F01	malignant	45
MGH45_P1_F02	malignant	45
MGH45_P1_F03	malignant	45
MGH45_P1_F05	malignant	45
MGH45_P1_F06	malignant	45
MGH45_P1_F09	malignant	45
MGH45_P1_F10	malignant	45
MGH45_P1_F11	malignant	45
MGH45_P1_G01	malignant	45
MGH45_P1_G02	malignant	45
MGH45_P1_G05	malignant	45
MGH45_P1_G07	malignant	45
MGH45_P1_G09	malignant	45
MGH45_P1_G11	malignant	45
MGH45_P1_H01	malignant	45
MGH45_P1_H03	malignant	45
MGH45_P1_H05	malignant	45
MGH45_P1_H07	malignant	45
MGH45_P1_H12	malignant	45
MGH57_P4_A01	malignant	57
MGH57_P4_A02	malignant	57
MGH57_P4_A03	malignant	57
MGH57_P4_A04	malignant	57
MGH57_P4_A05	malignant	57
MGH57_P4_A06	malignant	57
MGH57_P4_A07	malignant	57
MGH57_P4_A08	malignant	57
MGH57_P4_A10	malignant	57
MGH57_P4_A11	malignant	57
MGH57_P4_A12	malignant	57
MGH57_P4_B01	malignant	57
MGH57_P4_B02	malignant	57
MGH57_P4_B03	malignant	57
MGH57_P4_B04	malignant	57
MGH57_P4_B05	malignant	57
MGH57_P4_B06	malignant	57
MGH57_P4_B07	malignant	57
MGH57_P4_B09	malignant	57
MGH57_P4_B10	malignant	57
MGH57_P4_B12	malignant	57
MGH57_P4_C01	malignant	57
MGH57_P4_C02	malignant	57
MGH57_P4_C04	malignant	57
MGH57_P4_C05	malignant	57
MGH57_P4_C06	malignant	57
MGH57_P4_C07	malignant	57
MGH57_P4_C08	malignant	57
MGH57_P4_C09	malignant	57
MGH57_P4_C11	malignant	57
MGH57_P4_D02	malignant	57
MGH57_P4_D03	malignant	57
MGH57_P4_D05	malignant	57
MGH57_P4_D06	malignant	57
MGH57_P4_D09	malignant	57
MGH57_P4_D11	malignant	57
MGH57_P4_D12	malignant	57
MGH57_P4_E01	malignant	57
MGH57_P4_E02	malignant	57
MGH57_P4_E03	malignant	57
MGH57_P4_E04	malignant	57
MGH57_P4_E05	malignant	57
MGH57_P4_E06	malignant	57
MGH57_P4_E07	malignant	57
MGH57_P4_E08	malignant	57
MGH57_P4_E09	malignant	57
MGH57_P4_E10	malignant	57
MGH57_P4_E12	malignant	57
MGH57_P4_F01	malignant	57
MGH57_P4_F02	malignant	57
MGH57_P4_F03	malignant	57
MGH57_P4_F04	malignant	57
MGH57_P4_F05	malignant	57
MGH57_P4_F06	malignant	57
MGH57_P4_F07	malignant	57
MGH57_P4_F10	malignant	57
MGH57_P4_F11	malignant	57
MGH57_P4_F12	malignant	57
MGH57_P4_G03	malignant	57
MGH57_P4_G06	malignant	57
MGH57_P4_G08	malignant	57
MGH57_P4_G09	malignant	57
MGH57_P4_G10	malignant	57
MGH57_P4_G11	malignant	57
MGH57_P4_H02	malignant	57
MGH57_P4_H03	malignant	57
MGH57_P4_H04	malignant	57
MGH57_P4_H05	malignant	57
MGH57_P4_H06	malignant	57
MGH57_P4_H08	malignant	57
MGH57_P4_H09	malignant	57
MGH57_P4_H10	malignant	57
MGH57_P4_H11	malignant	57
MGH57_P5_A01	malignant	57
MGH57_P5_A02	malignant	57
MGH57_P5_A03	malignant	57
MGH57_P5_A04	malignant	57
MGH57_P5_A05	malignant	57
MGH57_P5_A06	malignant	57
MGH57_P5_A07	malignant	57
MGH57_P5_A08	malignant	57
MGH57_P5_A09	malignant	57
MGH57_P5_A10	malignant	57
MGH57_P5_A11	malignant	57
MGH57_P5_A12	malignant	57
MGH57_P5_B02	malignant	57
MGH57_P5_B03	malignant	57
MGH57_P5_B04	malignant	57
MGH57_P5_B06	malignant	57
MGH57_P5_B07	malignant	57
MGH57_P5_B08	malignant	57
MGH57_P5_B09	malignant	57
MGH57_P5_B10	malignant	57
MGH57_P5_B11	malignant	57
MGH57_P5_B12	malignant	57
MGH57_P5_C01	malignant	57
MGH57_P5_C02	malignant	57
MGH57_P5_C03	malignant	57
MGH57_P5_C04	malignant	57
MGH57_P5_C05	malignant	57
MGH57_P5_C06	malignant	57
MGH57_P5_C07	malignant	57
MGH57_P5_C08	malignant	57
MGH57_P5_C09	malignant	57
MGH57_P5_C11	malignant	57
MGH57_P5_C12	malignant	57
MGH57_P5_D01	malignant	57
MGH57_P5_D02	malignant	57
MGH57_P5_D03	malignant	57
MGH57_P5_D04	malignant	57
MGH57_P5_D05	malignant	57
MGH57_P5_D06	malignant	57
MGH57_P5_D07	malignant	57
MGH57_P5_D08	malignant	57
MGH57_P5_D10	malignant	57
MGH57_P5_D11	malignant	57
MGH57_P5_D12	malignant	57
MGH57_P5_E01	malignant	57
MGH57_P5_E03	malignant	57
MGH57_P5_E07	malignant	57
MGH57_P5_E09	malignant	57
MGH57_P5_E10	malignant	57
MGH57_P5_E12	malignant	57
MGH57_P5_F01	malignant	57
MGH57_P5_F03	malignant	57
MGH57_P5_F05	malignant	57
MGH57_P5_F06	malignant	57
MGH57_P5_F07	malignant	57
MGH57_P5_F08	malignant	57
MGH57_P5_F09	malignant	57
MGH57_P5_F10	malignant	57
MGH57_P5_F11	malignant	57
MGH57_P5_F12	malignant	57
MGH57_P5_G01	malignant	57
MGH57_P5_G02	malignant	57
MGH57_P5_G03	malignant	57
MGH57_P5_G05	malignant	57
MGH57_P5_G08	malignant	57
MGH57_P5_G09	malignant	57
MGH57_P5_G10	malignant	57
MGH57_P5_G11	malignant	57
MGH57_P5_G12	malignant	57
MGH57_P5_H01	malignant	57
MGH57_P5_H02	malignant	57
MGH57_P5_H03	malignant	57
MGH57_P5_H04	malignant	57
MGH57_P5_H05	malignant	57
MGH57_P5_H06	malignant	57
MGH57_P5_H07	malignant	57
MGH57_P5_H08	malignant	57
MGH57_P5_H10	malignant	57
MGH57_P5_H11	malignant	57
MGH57_P5_H12	malignant	57
MGH57_P6_A01	malignant	57
MGH57_P6_A02	malignant	57
MGH57_P6_A03	malignant	57
MGH57_P6_A04	malignant	57
MGH57_P6_A05	malignant	57
MGH57_P6_A06	malignant	57
MGH57_P6_A07	malignant	57
MGH57_P6_A08	malignant	57
MGH57_P6_A09	malignant	57
MGH57_P6_A10	malignant	57
MGH57_P6_A11	malignant	57
MGH57_P6_A12	malignant	57
MGH57_P6_B02	malignant	57
MGH57_P6_B03	malignant	57
MGH57_P6_B04	malignant	57
MGH57_P6_B05	malignant	57
MGH57_P6_B06	malignant	57
MGH57_P6_B07	malignant	57
MGH57_P6_B08	malignant	57
MGH57_P6_B10	malignant	57
MGH57_P6_B11	malignant	57
MGH57_P6_C01	malignant	57
MGH57_P6_C02	malignant	57
MGH57_P6_C03	malignant	57
MGH57_P6_C05	malignant	57
MGH57_P6_C06	malignant	57
MGH57_P6_C07	malignant	57
MGH57_P6_C08	malignant	57
MGH57_P6_C09	malignant	57
MGH57_P6_C10	malignant	57
MGH57_P6_C12	malignant	57
MGH57_P6_D01	malignant	57
MGH57_P6_D02	malignant	57
MGH57_P6_D03	malignant	57
MGH57_P6_D04	malignant	57
MGH57_P6_D05	malignant	57
MGH57_P6_D06	malignant	57
MGH57_P6_D07	malignant	57
MGH57_P6_D08	malignant	57
MGH57_P6_D09	malignant	57
MGH57_P6_D10	malignant	57
MGH57_P6_D11	malignant	57
MGH57_P6_D12	malignant	57
MGH57_P6_E01	malignant	57
MGH57_P6_E02	malignant	57
MGH57_P6_E03	malignant	57
MGH57_P6_E05	malignant	57
MGH57_P6_E06	malignant	57
MGH57_P6_E07	malignant	57
MGH57_P6_E08	malignant	57
MGH57_P6_E10	malignant	57
MGH57_P6_E11	malignant	57
MGH57_P6_E12	malignant	57
MGH57_P6_F01	malignant	57
MGH57_P6_F02	malignant	57
MGH57_P6_F03	malignant	57
MGH57_P6_F05	malignant	57
MGH57_P6_F06	malignant	57
MGH57_P6_F07	malignant	57
MGH57_P6_F08	malignant	57
MGH57_P6_F10	malignant	57
MGH57_P6_F11	malignant	57
MGH57_P6_F12	malignant	57
MGH57_P6_G01	malignant	57
MGH57_P6_G02	malignant	57
MGH57_P6_G03	malignant	57
MGH57_P6_G04	malignant	57
MGH57_P6_G05	malignant	57
MGH57_P6_G06	malignant	57
MGH57_P6_G07	malignant	57
MGH57_P6_G08	malignant	57
MGH57_P6_G09	malignant	57
MGH57_P6_G10	malignant	57
MGH57_P6_G11	malignant	57
MGH57_P6_G12	malignant	57
MGH57_P6_H02	malignant	57
MGH57_P6_H03	malignant	57
MGH57_P6_H04	malignant	57
MGH57_P6_H05	malignant	57
MGH57_P6_H06	malignant	57
MGH57_P6_H07	malignant	57
MGH57_P6_H08	malignant	57
MGH57_P6_H10	malignant	57
MGH57_P6_H11	malignant	57
MGH57_P6_H12	malignant	57
MGH57_P7_A01	malignant	57
MGH57_P7_A05	malignant	57
MGH57_P7_A06	malignant	57
MGH57_P7_A07	malignant	57
MGH57_P7_A08	malignant	57
MGH57_P7_A09	malignant	57
MGH57_P7_A10	malignant	57
MGH57_P7_A11	malignant	57
MGH57_P7_A12	malignant	57
MGH57_P7_B01	malignant	57
MGH57_P7_B02	malignant	57
MGH57_P7_B05	malignant	57
MGH57_P7_B06	malignant	57
MGH57_P7_B07	malignant	57
MGH57_P7_B08	malignant	57
MGH57_P7_B10	malignant	57
MGH57_P7_B11	malignant	57
MGH57_P7_B12	malignant	57
MGH57_P7_C01	malignant	57
MGH57_P7_C02	malignant	57
MGH57_P7_C04	malignant	57
MGH57_P7_C05	malignant	57
MGH57_P7_C06	malignant	57
MGH57_P7_C07	malignant	57
MGH57_P7_C08	malignant	57
MGH57_P7_C09	malignant	57
MGH57_P7_C10	malignant	57
MGH57_P7_C11	malignant	57
MGH57_P7_D02	malignant	57
MGH57_P7_D03	malignant	57
MGH57_P7_D04	malignant	57
MGH57_P7_D05	malignant	57
MGH57_P7_D06	malignant	57
MGH57_P7_D07	malignant	57
MGH57_P7_D08	malignant	57
MGH57_P7_D10	malignant	57
MGH57_P7_D12	malignant	57
MGH57_P7_E01	malignant	57
MGH57_P7_E02	malignant	57
MGH57_P7_E05	malignant	57
MGH57_P7_E07	malignant	57
MGH57_P7_E08	malignant	57
MGH57_P7_E09	malignant	57
MGH57_P7_E10	malignant	57
MGH57_P7_E11	malignant	57
MGH57_P7_E12	malignant	57
MGH57_P7_F01	malignant	57
MGH57_P7_F02	malignant	57
MGH57_P7_F03	malignant	57
MGH57_P7_F04	malignant	57
MGH57_P7_F05	malignant	57
MGH57_P7_F06	malignant	57
MGH57_P7_F07	malignant	57
MGH57_P7_F08	malignant	57
MGH57_P7_F09	malignant	57
MGH57_P7_F10	malignant	57
MGH57_P7_G01	malignant	57
MGH57_P7_G03	malignant	57
MGH57_P7_G04	malignant	57
MGH57_P7_G05	malignant	57
MGH57_P7_G06	malignant	57
MGH57_P7_G08	malignant	57
MGH57_P7_G09	malignant	57
MGH57_P7_G10	malignant	57
MGH57_P7_G11	malignant	57
MGH57_P7_G12	malignant	57
MGH57_P7_H03	malignant	57
MGH57_P7_H04	malignant	57
MGH57_P7_H06	malignant	57
MGH57_P7_H08	malignant	57
MGH57_P7_H09	malignant	57
MGH57_P7_H10	malignant	57
MGH57_P7_H12	malignant	57
MGH64_P15_G08	malignant	64
MGH56_P10_A01	malignant	56
MGH56_P10_A02	malignant	56
MGH56_P10_A03	malignant	56
MGH56_P10_A04	malignant	56
MGH56_P10_A05	malignant	56
MGH56_P10_A06	malignant	56
MGH56_P10_A07	malignant	56
MGH56_P10_A08	malignant	56
MGH56_P10_A09	malignant	56
MGH56_P10_A10	malignant	56
MGH56_P10_A11	malignant	56
MGH56_P10_A12	malignant	56
MGH56_P10_B01	malignant	56
MGH56_P10_B03	malignant	56
MGH56_P10_B04	malignant	56
MGH56_P10_B05	malignant	56
MGH56_P10_B06	malignant	56
MGH56_P10_B07	malignant	56
MGH56_P10_B08	malignant	56
MGH56_P10_B09	malignant	56
MGH56_P10_B10	malignant	56
MGH56_P10_B11	malignant	56
MGH56_P10_B12	malignant	56
MGH56_P10_C01	malignant	56
MGH56_P10_C02	malignant	56
MGH56_P10_C03	malignant	56
MGH56_P10_C04	malignant	56
MGH56_P10_C05	malignant	56
MGH56_P10_C06	malignant	56
MGH56_P10_C07	malignant	56
MGH56_P10_C08	malignant	56
MGH56_P10_C10	malignant	56
MGH56_P10_C11	malignant	56
MGH56_P10_C12	malignant	56
MGH56_P10_D01	malignant	56
MGH56_P10_D02	malignant	56
MGH56_P10_D03	malignant	56
MGH56_P10_D07	malignant	56
MGH56_P10_D08	malignant	56
MGH56_P10_D09	malignant	56
MGH56_P10_D10	malignant	56
MGH56_P10_D12	malignant	56
MGH56_P10_E01	malignant	56
MGH56_P10_E02	malignant	56
MGH56_P10_E03	malignant	56
MGH56_P10_E04	malignant	56
MGH56_P10_E05	malignant	56
MGH56_P10_E06	malignant	56
MGH56_P10_E07	malignant	56
MGH56_P10_E08	malignant	56
MGH56_P10_E09	malignant	56
MGH56_P10_E10	malignant	56
MGH56_P10_E11	malignant	56
MGH56_P10_E12	malignant	56
MGH56_P10_F01	malignant	56
MGH56_P10_F02	malignant	56
MGH56_P10_F03	malignant	56
MGH56_P10_F04	malignant	56
MGH56_P10_F05	malignant	56
MGH56_P10_F06	malignant	56
MGH56_P10_F07	malignant	56
MGH56_P10_F08	malignant	56
MGH56_P10_F09	malignant	56
MGH56_P10_F10	malignant	56
MGH56_P10_F11	malignant	56
MGH56_P10_G01	malignant	56
MGH56_P10_G02	malignant	56
MGH56_P10_G03	malignant	56
MGH56_P10_G04	malignant	56
MGH56_P10_G05	malignant	56
MGH56_P10_G06	malignant	56
MGH56_P10_G07	malignant	56
MGH56_P10_G08	malignant	56
MGH56_P10_G09	malignant	56
MGH56_P10_G10	malignant	56
MGH56_P10_G11	malignant	56
MGH56_P10_G12	malignant	56
MGH56_P10_H01	malignant	56
MGH56_P10_H02	malignant	56
MGH56_P10_H03	malignant	56
MGH56_P10_H04	malignant	56
MGH56_P10_H05	malignant	56
MGH56_P10_H06	malignant	56
MGH56_P10_H07	malignant	56
MGH56_P10_H08	malignant	56
MGH56_P10_H09	malignant	56
MGH56_P10_H10	malignant	56
MGH56_P10_H11	malignant	56
MGH56_P10_H12	malignant	56
MGH56_P11_A01	malignant	56
MGH56_P11_A02	malignant	56
MGH56_P11_A03	malignant	56
MGH56_P11_A05	malignant	56
MGH56_P11_A06	malignant	56
MGH56_P11_A07	malignant	56
MGH56_P11_A08	malignant	56
MGH56_P11_A09	malignant	56
MGH56_P11_A10	malignant	56
MGH56_P11_A11	malignant	56
MGH56_P11_A12	malignant	56
MGH56_P11_B01	malignant	56
MGH56_P11_B02	malignant	56
MGH56_P11_B03	malignant	56
MGH56_P11_B04	malignant	56
MGH56_P11_B05	malignant	56
MGH56_P11_B06	malignant	56
MGH56_P11_B07	malignant	56
MGH56_P11_B08	malignant	56
MGH56_P11_B09	malignant	56
MGH56_P11_B10	malignant	56
MGH56_P11_B11	malignant	56
MGH56_P11_B12	malignant	56
MGH56_P11_C01	malignant	56
MGH56_P11_C02	malignant	56
MGH56_P11_C03	malignant	56
MGH56_P11_C04	malignant	56
MGH56_P11_C05	malignant	56
MGH56_P11_C06	malignant	56
MGH56_P11_C07	malignant	56
MGH56_P11_C08	malignant	56
MGH56_P11_C09	malignant	56
MGH56_P11_C10	malignant	56
MGH56_P11_C11	malignant	56
MGH56_P11_C12	malignant	56
MGH56_P11_D01	malignant	56
MGH56_P11_D02	malignant	56
MGH56_P11_D03	malignant	56
MGH56_P11_D04	malignant	56
MGH56_P11_D05	malignant	56
MGH56_P11_D06	malignant	56
MGH56_P11_D07	malignant	56
MGH56_P11_D08	malignant	56
MGH56_P11_D09	malignant	56
MGH56_P11_D10	malignant	56
MGH56_P11_D11	malignant	56
MGH56_P11_D12	malignant	56
MGH56_P11_E01	malignant	56
MGH56_P11_E02	malignant	56
MGH56_P11_E03	malignant	56
MGH56_P11_E04	malignant	56
MGH56_P11_E05	malignant	56
MGH56_P11_E06	malignant	56
MGH56_P11_E07	malignant	56
MGH56_P11_E08	malignant	56
MGH56_P11_E09	malignant	56
MGH56_P11_E11	malignant	56
MGH56_P11_E12	malignant	56
MGH56_P11_F01	malignant	56
MGH56_P11_F02	malignant	56
MGH56_P11_F03	malignant	56
MGH56_P11_F04	malignant	56
MGH56_P11_F05	malignant	56
MGH56_P11_F06	malignant	56
MGH56_P11_F08	malignant	56
MGH56_P11_F09	malignant	56
MGH56_P11_F10	malignant	56
MGH56_P11_F11	malignant	56
MGH56_P11_F12	malignant	56
MGH56_P11_G01	malignant	56
MGH56_P11_G02	malignant	56
MGH56_P11_G03	malignant	56
MGH56_P11_G05	malignant	56
MGH56_P11_G06	malignant	56
MGH56_P11_G07	malignant	56
MGH56_P11_G08	malignant	56
MGH56_P11_G09	malignant	56
MGH56_P11_G10	malignant	56
MGH56_P11_G11	malignant	56
MGH56_P11_G12	malignant	56
MGH56_P11_H01	malignant	56
MGH56_P11_H02	malignant	56
MGH56_P11_H03	malignant	56
MGH56_P11_H04	malignant	56
MGH56_P11_H05	malignant	56
MGH56_P11_H06	malignant	56
MGH56_P11_H07	malignant	56
MGH56_P11_H08	malignant	56
MGH56_P11_H09	malignant	56
MGH56_P11_H10	malignant	56
MGH56_P11_H11	malignant	56
MGH56_P11_H12	malignant	56
MGH56_P12_A01	malignant	56
MGH56_P12_A02	malignant	56
MGH56_P12_A04	malignant	56
MGH56_P12_A05	malignant	56
MGH56_P12_A06	malignant	56
MGH56_P12_A07	malignant	56
MGH56_P12_A08	malignant	56
MGH56_P12_A09	malignant	56
MGH56_P12_A10	malignant	56
MGH56_P12_A11	malignant	56
MGH56_P12_A12	malignant	56
MGH56_P12_B01	malignant	56
MGH56_P12_B02	malignant	56
MGH56_P12_B03	malignant	56
MGH56_P12_B04	malignant	56
MGH56_P12_B05	malignant	56
MGH56_P12_B06	malignant	56
MGH56_P12_B07	malignant	56
MGH56_P12_B08	malignant	56
MGH56_P12_B09	malignant	56
MGH56_P12_B10	malignant	56
MGH56_P12_B11	malignant	56
MGH56_P12_B12	malignant	56
MGH56_P12_C01	malignant	56
MGH56_P12_C02	malignant	56
MGH56_P12_C03	malignant	56
MGH56_P12_C04	malignant	56
MGH56_P12_C05	malignant	56
MGH56_P12_C06	malignant	56
MGH56_P12_C07	malignant	56
MGH56_P12_C08	malignant	56
MGH56_P12_C09	malignant	56
MGH56_P12_C10	malignant	56
MGH56_P12_C11	malignant	56
MGH56_P12_C12	malignant	56
MGH56_P12_D01	malignant	56
MGH56_P12_D02	malignant	56
MGH56_P12_D03	malignant	56
MGH56_P12_D04	malignant	56
MGH56_P12_D07	malignant	56
MGH56_P12_D08	malignant	56
MGH56_P12_D09	malignant	56
MGH56_P12_D10	malignant	56
MGH56_P12_D11	malignant	56
MGH56_P12_D12	malignant	56
MGH56_P12_E01	malignant	56
MGH56_P12_E02	malignant	56
MGH56_P12_E03	malignant	56
MGH56_P12_E04	malignant	56
MGH56_P12_E05	malignant	56
MGH56_P12_E06	malignant	56
MGH56_P12_E07	malignant	56
MGH56_P12_E08	malignant	56
MGH56_P12_E09	malignant	56
MGH56_P12_E10	malignant	56
MGH56_P12_E11	malignant	56
MGH56_P12_E12	malignant	56
MGH56_P12_F01	malignant	56
MGH56_P12_F02	malignant	56
MGH56_P12_F03	malignant	56
MGH56_P12_F04	malignant	56
MGH56_P12_F05	malignant	56
MGH56_P12_F06	malignant	56
MGH56_P12_F08	malignant	56
MGH56_P12_F09	malignant	56
MGH56_P12_F10	malignant	56
MGH56_P12_F11	malignant	56
MGH56_P12_F12	malignant	56
MGH56_P12_G01	malignant	56
MGH56_P12_G02	malignant	56
MGH56_P12_G03	malignant	56
MGH56_P12_G04	malignant	56
MGH56_P12_G05	malignant	56
MGH56_P12_G06	malignant	56
MGH56_P12_G07	malignant	56
MGH56_P12_G08	malignant	56
MGH56_P12_G09	malignant	56
MGH56_P12_G10	malignant	56
MGH56_P12_G11	malignant	56
MGH56_P12_G12	malignant	56
MGH56_P12_H01	malignant	56
MGH56_P12_H02	malignant	56
MGH56_P12_H03	malignant	56
MGH56_P12_H04	malignant	56
MGH56_P12_H05	malignant	56
MGH56_P12_H06	malignant	56
MGH56_P12_H07	malignant	56
MGH56_P12_H08	malignant	56
MGH56_P12_H09	malignant	56
MGH56_P12_H10	malignant	56
MGH56_P12_H12	malignant	56
MGH56_P13_A01	malignant	56
MGH56_P13_A02	malignant	56
